"year","raceid","grand_prix","driverid","driver","constructor_name","total_points","wins"
2010,353,"Korean Grand Prix",4,"Fernando Alonso","Ferrari","231","5"
2010,354,"Brazilian Grand Prix",20,"Sebastian Vettel","Red Bull","231","4"
2010,355,"Abu Dhabi Grand Prix",20,"Sebastian Vettel","Red Bull","256","5"
2011,841,"Australian Grand Prix",20,"Sebastian Vettel","Red Bull","25","1"
2011,842,"Malaysian Grand Prix",20,"Sebastian Vettel","Red Bull","50","2"
2011,843,"Chinese Grand Prix",1,"Lewis Hamilton","McLaren","47","1"
2011,844,"Turkish Grand Prix",20,"Sebastian Vettel","Red Bull","93","3"
2011,845,"Spanish Grand Prix",20,"Sebastian Vettel","Red Bull","118","4"
2011,846,"Monaco Grand Prix",20,"Sebastian Vettel","Red Bull","143","5"
2011,847,"Canadian Grand Prix",18,"Jenson Button","McLaren","101","1"
2011,848,"European Grand Prix",20,"Sebastian Vettel","Red Bull","186","6"
2011,849,"British Grand Prix",4,"Fernando Alonso","Ferrari","112","1"
2011,850,"German Grand Prix",1,"Lewis Hamilton","McLaren","134","2"
2011,851,"Hungarian Grand Prix",18,"Jenson Button","McLaren","134","2"
2011,852,"Belgian Grand Prix",20,"Sebastian Vettel","Red Bull","259","7"
2011,853,"Italian Grand Prix",20,"Sebastian Vettel","Red Bull","284","8"
2011,854,"Singapore Grand Prix",20,"Sebastian Vettel","Red Bull","309","9"
2011,855,"Japanese Grand Prix",18,"Jenson Button","McLaren","210","3"
2011,856,"Korean Grand Prix",20,"Sebastian Vettel","Red Bull","349","10"
2011,857,"Indian Grand Prix",20,"Sebastian Vettel","Red Bull","374","11"
2011,858,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","McLaren","227","3"
2011,859,"Brazilian Grand Prix",17,"Mark Webber","Red Bull","258","1"
2012,860,"Australian Grand Prix",18,"Jenson Button","McLaren","25","1"
2012,861,"Malaysian Grand Prix",4,"Fernando Alonso","Ferrari","35","1"
2012,862,"Chinese Grand Prix",3,"Nico Rosberg","Mercedes","25","1"
2012,863,"Bahrain Grand Prix",20,"Sebastian Vettel","Red Bull","53","1"
2012,864,"Spanish Grand Prix",813,"Pastor Maldonado","Williams","29","1"
2012,865,"Monaco Grand Prix",17,"Mark Webber","Red Bull","73","1"
2012,866,"Canadian Grand Prix",1,"Lewis Hamilton","McLaren","88","1"
2012,867,"European Grand Prix",4,"Fernando Alonso","Ferrari","111","2"
2012,868,"British Grand Prix",17,"Mark Webber","Red Bull","116","2"
2012,869,"German Grand Prix",4,"Fernando Alonso","Ferrari","154","3"
2012,870,"Hungarian Grand Prix",1,"Lewis Hamilton","McLaren","117","2"
2012,871,"Belgian Grand Prix",18,"Jenson Button","McLaren","101","2"
2012,872,"Italian Grand Prix",1,"Lewis Hamilton","McLaren","142","3"
2012,873,"Singapore Grand Prix",20,"Sebastian Vettel","Red Bull","165","2"
2012,874,"Japanese Grand Prix",20,"Sebastian Vettel","Red Bull","190","3"
2012,875,"Korean Grand Prix",20,"Sebastian Vettel","Red Bull","215","4"
2012,876,"Indian Grand Prix",20,"Sebastian Vettel","Red Bull","240","5"
2012,877,"Abu Dhabi Grand Prix",8,"Kimi Räikkönen","Lotus F1","198","1"
2012,878,"United States Grand Prix",1,"Lewis Hamilton","McLaren","190","4"
2012,879,"Brazilian Grand Prix",18,"Jenson Button","McLaren","188","3"
2013,880,"Australian Grand Prix",8,"Kimi Räikkönen","Lotus F1","25","1"
2013,881,"Malaysian Grand Prix",20,"Sebastian Vettel","Red Bull","40","1"
2013,882,"Chinese Grand Prix",4,"Fernando Alonso","Ferrari","43","1"
2013,883,"Bahrain Grand Prix",20,"Sebastian Vettel","Red Bull","77","2"
2013,884,"Spanish Grand Prix",4,"Fernando Alonso","Ferrari","72","2"
2013,885,"Monaco Grand Prix",3,"Nico Rosberg","Mercedes","47","1"
2013,886,"Canadian Grand Prix",20,"Sebastian Vettel","Red Bull","132","3"
2013,887,"British Grand Prix",3,"Nico Rosberg","Mercedes","82","2"
2013,888,"German Grand Prix",20,"Sebastian Vettel","Red Bull","157","4"
2013,890,"Hungarian Grand Prix",1,"Lewis Hamilton","Mercedes","124","1"
2013,891,"Belgian Grand Prix",20,"Sebastian Vettel","Red Bull","197","5"
2013,892,"Italian Grand Prix",20,"Sebastian Vettel","Red Bull","222","6"
2013,893,"Singapore Grand Prix",20,"Sebastian Vettel","Red Bull","247","7"
2013,894,"Korean Grand Prix",20,"Sebastian Vettel","Red Bull","272","8"
2013,895,"Japanese Grand Prix",20,"Sebastian Vettel","Red Bull","297","9"
2013,896,"Indian Grand Prix",20,"Sebastian Vettel","Red Bull","322","10"
2013,897,"Abu Dhabi Grand Prix",20,"Sebastian Vettel","Red Bull","347","11"
2013,898,"United States Grand Prix",20,"Sebastian Vettel","Red Bull","372","12"
2013,899,"Brazilian Grand Prix",20,"Sebastian Vettel","Red Bull","397","13"
2014,900,"Australian Grand Prix",3,"Nico Rosberg","Mercedes","25","1"
2014,901,"Malaysian Grand Prix",1,"Lewis Hamilton","Mercedes","25","1"
2014,902,"Bahrain Grand Prix",1,"Lewis Hamilton","Mercedes","50","2"
2014,903,"Chinese Grand Prix",1,"Lewis Hamilton","Mercedes","75","3"
2014,904,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","100","4"
2014,905,"Monaco Grand Prix",3,"Nico Rosberg","Mercedes","122","2"
2014,906,"Canadian Grand Prix",817,"Daniel Ricciardo","Red Bull","79","1"
2014,907,"Austrian Grand Prix",3,"Nico Rosberg","Mercedes","165","3"
2014,908,"British Grand Prix",1,"Lewis Hamilton","Mercedes","161","5"
2014,909,"German Grand Prix",3,"Nico Rosberg","Mercedes","190","4"
2014,910,"Hungarian Grand Prix",817,"Daniel Ricciardo","Red Bull","131","2"
2014,911,"Belgian Grand Prix",817,"Daniel Ricciardo","Red Bull","156","3"
2014,912,"Italian Grand Prix",1,"Lewis Hamilton","Mercedes","216","6"
2014,913,"Singapore Grand Prix",1,"Lewis Hamilton","Mercedes","241","7"
2014,914,"Japanese Grand Prix",1,"Lewis Hamilton","Mercedes","266","8"
2014,915,"Russian Grand Prix",1,"Lewis Hamilton","Mercedes","291","9"
2014,916,"United States Grand Prix",1,"Lewis Hamilton","Mercedes","316","10"
2014,917,"Brazilian Grand Prix",3,"Nico Rosberg","Mercedes","317","5"
2014,918,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","Mercedes","384","11"
2015,926,"Australian Grand Prix",1,"Lewis Hamilton","Mercedes","25","1"
2015,927,"Malaysian Grand Prix",20,"Sebastian Vettel","Ferrari","40","1"
2015,928,"Chinese Grand Prix",1,"Lewis Hamilton","Mercedes","68","2"
2015,929,"Bahrain Grand Prix",1,"Lewis Hamilton","Mercedes","93","3"
2015,930,"Spanish Grand Prix",3,"Nico Rosberg","Mercedes","91","1"
2015,931,"Monaco Grand Prix",3,"Nico Rosberg","Mercedes","116","2"
2015,932,"Canadian Grand Prix",1,"Lewis Hamilton","Mercedes","151","4"
2015,933,"Austrian Grand Prix",3,"Nico Rosberg","Mercedes","159","3"
2015,934,"British Grand Prix",1,"Lewis Hamilton","Mercedes","194","5"
2015,936,"Hungarian Grand Prix",20,"Sebastian Vettel","Ferrari","160","2"
2015,937,"Belgian Grand Prix",1,"Lewis Hamilton","Mercedes","227","6"
2015,938,"Italian Grand Prix",1,"Lewis Hamilton","Mercedes","252","7"
2015,939,"Singapore Grand Prix",20,"Sebastian Vettel","Ferrari","203","3"
2015,940,"Japanese Grand Prix",1,"Lewis Hamilton","Mercedes","277","8"
2015,941,"Russian Grand Prix",1,"Lewis Hamilton","Mercedes","302","9"
2015,942,"United States Grand Prix",1,"Lewis Hamilton","Mercedes","327","10"
2015,943,"Mexican Grand Prix",3,"Nico Rosberg","Mercedes","272","4"
2015,944,"Brazilian Grand Prix",3,"Nico Rosberg","Mercedes","297","5"
2015,945,"Abu Dhabi Grand Prix",3,"Nico Rosberg","Mercedes","322","6"
2016,948,"Australian Grand Prix",3,"Nico Rosberg","Mercedes","25","1"
2016,949,"Bahrain Grand Prix",3,"Nico Rosberg","Mercedes","50","2"
2016,950,"Chinese Grand Prix",3,"Nico Rosberg","Mercedes","75","3"
2016,951,"Russian Grand Prix",3,"Nico Rosberg","Mercedes","100","4"
2016,952,"Spanish Grand Prix",830,"Max Verstappen","Red Bull","38","1"
2016,953,"Monaco Grand Prix",1,"Lewis Hamilton","Mercedes","82","1"
2016,954,"Canadian Grand Prix",1,"Lewis Hamilton","Mercedes","107","2"
2016,955,"European Grand Prix",3,"Nico Rosberg","Mercedes","141","5"
2016,956,"Austrian Grand Prix",1,"Lewis Hamilton","Mercedes","142","3"
2016,957,"British Grand Prix",1,"Lewis Hamilton","Mercedes","167","4"
2016,958,"Hungarian Grand Prix",1,"Lewis Hamilton","Mercedes","192","5"
2016,959,"German Grand Prix",1,"Lewis Hamilton","Mercedes","217","6"
2016,960,"Belgian Grand Prix",3,"Nico Rosberg","Mercedes","223","6"
2016,961,"Italian Grand Prix",3,"Nico Rosberg","Mercedes","248","7"
2016,962,"Singapore Grand Prix",3,"Nico Rosberg","Mercedes","273","8"
2016,963,"Malaysian Grand Prix",817,"Daniel Ricciardo","Red Bull","204","1"
2016,964,"Japanese Grand Prix",3,"Nico Rosberg","Mercedes","313","9"
2016,965,"United States Grand Prix",1,"Lewis Hamilton","Mercedes","305","7"
2016,966,"Mexican Grand Prix",1,"Lewis Hamilton","Mercedes","330","8"
2016,967,"Brazilian Grand Prix",1,"Lewis Hamilton","Mercedes","355","9"
2016,968,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","Mercedes","380","10"
2017,969,"Australian Grand Prix",20,"Sebastian Vettel","Ferrari","25","1"
2017,970,"Chinese Grand Prix",1,"Lewis Hamilton","Mercedes","43","1"
2017,971,"Bahrain Grand Prix",20,"Sebastian Vettel","Ferrari","68","2"
2017,972,"Russian Grand Prix",822,"Valtteri Bottas","Mercedes","63","1"
2017,973,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","98","2"
2017,974,"Monaco Grand Prix",20,"Sebastian Vettel","Ferrari","129","3"
2017,975,"Canadian Grand Prix",1,"Lewis Hamilton","Mercedes","129","3"
2017,976,"Azerbaijan Grand Prix",817,"Daniel Ricciardo","Red Bull","92","1"
2017,977,"Austrian Grand Prix",822,"Valtteri Bottas","Mercedes","136","2"
2017,978,"British Grand Prix",1,"Lewis Hamilton","Mercedes","176","4"
2017,979,"Hungarian Grand Prix",20,"Sebastian Vettel","Ferrari","202","4"
2017,980,"Belgian Grand Prix",1,"Lewis Hamilton","Mercedes","213","5"
2017,981,"Italian Grand Prix",1,"Lewis Hamilton","Mercedes","238","6"
2017,982,"Singapore Grand Prix",1,"Lewis Hamilton","Mercedes","263","7"
2017,983,"Malaysian Grand Prix",830,"Max Verstappen","Red Bull","93","1"
2017,984,"Japanese Grand Prix",1,"Lewis Hamilton","Mercedes","306","8"
2017,985,"United States Grand Prix",1,"Lewis Hamilton","Mercedes","331","9"
2017,986,"Mexican Grand Prix",830,"Max Verstappen","Red Bull","148","2"
2017,987,"Brazilian Grand Prix",20,"Sebastian Vettel","Ferrari","302","5"
2017,988,"Abu Dhabi Grand Prix",822,"Valtteri Bottas","Mercedes","305","3"
2018,989,"Australian Grand Prix",20,"Sebastian Vettel","Ferrari","25","1"
2018,990,"Bahrain Grand Prix",20,"Sebastian Vettel","Ferrari","50","2"
2018,991,"Chinese Grand Prix",817,"Daniel Ricciardo","Red Bull","37","1"
2018,992,"Azerbaijan Grand Prix",1,"Lewis Hamilton","Mercedes","70","1"
2018,993,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","95","2"
2018,994,"Monaco Grand Prix",817,"Daniel Ricciardo","Red Bull","72","2"
2018,995,"Canadian Grand Prix",20,"Sebastian Vettel","Ferrari","121","3"
2018,996,"French Grand Prix",1,"Lewis Hamilton","Mercedes","145","3"
2018,997,"Austrian Grand Prix",830,"Max Verstappen","Red Bull","93","1"
2018,998,"British Grand Prix",20,"Sebastian Vettel","Ferrari","171","4"
2018,999,"German Grand Prix",1,"Lewis Hamilton","Mercedes","188","4"
2018,1000,"Hungarian Grand Prix",1,"Lewis Hamilton","Mercedes","213","5"
2018,1001,"Belgian Grand Prix",20,"Sebastian Vettel","Ferrari","214","5"
2018,1002,"Italian Grand Prix",1,"Lewis Hamilton","Mercedes","256","6"
2018,1003,"Singapore Grand Prix",1,"Lewis Hamilton","Mercedes","281","7"
2018,1004,"Russian Grand Prix",1,"Lewis Hamilton","Mercedes","306","8"
2018,1005,"Japanese Grand Prix",1,"Lewis Hamilton","Mercedes","331","9"
2018,1006,"United States Grand Prix",8,"Kimi Räikkönen","Ferrari","221","1"
2018,1007,"Mexican Grand Prix",830,"Max Verstappen","Red Bull","216","2"
2018,1008,"Brazilian Grand Prix",1,"Lewis Hamilton","Mercedes","383","10"
2018,1009,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","Mercedes","408","11"
2019,1010,"Australian Grand Prix",822,"Valtteri Bottas","Mercedes","26","1"
2019,1011,"Bahrain Grand Prix",1,"Lewis Hamilton","Mercedes","43","1"
2019,1012,"Chinese Grand Prix",1,"Lewis Hamilton","Mercedes","68","2"
2019,1013,"Azerbaijan Grand Prix",822,"Valtteri Bottas","Mercedes","87","2"
2019,1014,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","112","3"
2019,1015,"Monaco Grand Prix",1,"Lewis Hamilton","Mercedes","137","4"
2019,1016,"Canadian Grand Prix",1,"Lewis Hamilton","Mercedes","162","5"
2019,1017,"French Grand Prix",1,"Lewis Hamilton","Mercedes","187","6"
2019,1018,"Austrian Grand Prix",830,"Max Verstappen","Red Bull","126","1"
2019,1019,"British Grand Prix",1,"Lewis Hamilton","Mercedes","223","7"
2019,1020,"German Grand Prix",830,"Max Verstappen","Red Bull","162","2"
2019,1021,"Hungarian Grand Prix",1,"Lewis Hamilton","Mercedes","250","8"
2019,1022,"Belgian Grand Prix",844,"Charles Leclerc","Ferrari","157","1"
2019,1023,"Italian Grand Prix",844,"Charles Leclerc","Ferrari","182","2"
2019,1024,"Singapore Grand Prix",20,"Sebastian Vettel","Ferrari","194","1"
2019,1025,"Russian Grand Prix",1,"Lewis Hamilton","Mercedes","322","9"
2019,1026,"Japanese Grand Prix",822,"Valtteri Bottas","Mercedes","274","3"
2019,1027,"Mexican Grand Prix",1,"Lewis Hamilton","Mercedes","363","10"
2019,1028,"United States Grand Prix",822,"Valtteri Bottas","Mercedes","314","4"
2019,1029,"Brazilian Grand Prix",830,"Max Verstappen","Red Bull","260","3"
2019,1030,"Abu Dhabi Grand Prix",1,"Lewis Hamilton","Mercedes","413","11"
2020,1031,"Austrian Grand Prix",822,"Valtteri Bottas","Mercedes","25","1"
2020,1032,"Styrian Grand Prix",1,"Lewis Hamilton","Mercedes","37","1"
2020,1033,"Hungarian Grand Prix",1,"Lewis Hamilton","Mercedes","63","2"
2020,1034,"British Grand Prix",1,"Lewis Hamilton","Mercedes","88","3"
2020,1035,"70th Anniversary Grand Prix",830,"Max Verstappen","Red Bull","77","1"
2020,1036,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","132","4"
2020,1037,"Belgian Grand Prix",1,"Lewis Hamilton","Mercedes","157","5"
2020,1038,"Italian Grand Prix",842,"Pierre Gasly","AlphaTauri","43","1"
2020,1039,"Tuscan Grand Prix",1,"Lewis Hamilton","Mercedes","190","6"
2020,1040,"Russian Grand Prix",822,"Valtteri Bottas","Mercedes","161","2"
2020,1041,"Eifel Grand Prix",1,"Lewis Hamilton","Mercedes","230","7"
2020,1042,"Portuguese Grand Prix",1,"Lewis Hamilton","Mercedes","256","8"
2020,1043,"Emilia Romagna Grand Prix",1,"Lewis Hamilton","Mercedes","282","9"
2020,1044,"Turkish Grand Prix",1,"Lewis Hamilton","Mercedes","307","10"
2020,1045,"Bahrain Grand Prix",1,"Lewis Hamilton","Mercedes","332","11"
2020,1046,"Sakhir Grand Prix",815,"Sergio Pérez","Racing Point","125","1"
2020,1047,"Abu Dhabi Grand Prix",830,"Max Verstappen","Red Bull","214","2"
2021,1051,"Qatar Grand Prix",1,"Lewis Hamilton","Mercedes","343.5","7"
2021,1052,"Bahrain Grand Prix",1,"Lewis Hamilton","Mercedes","25","1"
2021,1053,"Emilia Romagna Grand Prix",830,"Max Verstappen","Red Bull","43","1"
2021,1054,"Portuguese Grand Prix",1,"Lewis Hamilton","Mercedes","69","2"
2021,1055,"Spanish Grand Prix",1,"Lewis Hamilton","Mercedes","94","3"
2021,1056,"Monaco Grand Prix",830,"Max Verstappen","Red Bull","105","2"
2021,1057,"Azerbaijan Grand Prix",815,"Sergio Pérez","Red Bull","69","1"
2021,1058,"Styrian Grand Prix",830,"Max Verstappen","Red Bull","156","4"
2021,1059,"French Grand Prix",830,"Max Verstappen","Red Bull","131","3"
2021,1060,"Austrian Grand Prix",830,"Max Verstappen","Red Bull","182","5"
2021,1061,"British Grand Prix",1,"Lewis Hamilton","Mercedes","177","4"
2021,1062,"Hungarian Grand Prix",839,"Esteban Ocon","Alpine F1 Team","39","1"
2021,1063,"Belgian Grand Prix",830,"Max Verstappen","Red Bull","199.5","6"
2021,1064,"Dutch Grand Prix",830,"Max Verstappen","Red Bull","224.5","7"
2021,1065,"Italian Grand Prix",817,"Daniel Ricciardo","McLaren","83","1"
2021,1066,"Russian Grand Prix",1,"Lewis Hamilton","Mercedes","246.5","5"
2021,1067,"Turkish Grand Prix",822,"Valtteri Bottas","Mercedes","177","1"
2021,1069,"United States Grand Prix",830,"Max Verstappen","Red Bull","287.5","8"
2021,1070,"Mexico City Grand Prix",830,"Max Verstappen","Red Bull","312.5","9"
2021,1071,"SÃ£o Paulo Grand Prix",1,"Lewis Hamilton","Mercedes","318.5","6"
2021,1072,"Saudi Arabian Grand Prix",1,"Lewis Hamilton","Mercedes","369.5","8"
2021,1073,"Abu Dhabi Grand Prix",830,"Max Verstappen","Red Bull","395.5","10"
2022,1074,"Bahrain Grand Prix",844,"Charles Leclerc","Ferrari","26","1"
2022,1075,"Saudi Arabian Grand Prix",830,"Max Verstappen","Red Bull","25","1"
2022,1076,"Australian Grand Prix",844,"Charles Leclerc","Ferrari","71","2"
2022,1077,"Emilia Romagna Grand Prix",830,"Max Verstappen","Red Bull","59","2"
2022,1078,"Miami Grand Prix",830,"Max Verstappen","Red Bull","85","3"
2022,1079,"Spanish Grand Prix",830,"Max Verstappen","Red Bull","110","4"
2022,1080,"Monaco Grand Prix",815,"Sergio Pérez","Red Bull","110","1"
2022,1081,"Azerbaijan Grand Prix",830,"Max Verstappen","Red Bull","150","5"
2022,1082,"Canadian Grand Prix",830,"Max Verstappen","Red Bull","175","6"
2022,1083,"British Grand Prix",832,"Carlos Sainz","Ferrari","127","1"
2022,1084,"Austrian Grand Prix",844,"Charles Leclerc","Ferrari","170","3"
2022,1085,"French Grand Prix",830,"Max Verstappen","Red Bull","233","7"
2022,1086,"Hungarian Grand Prix",830,"Max Verstappen","Red Bull","258","8"
2022,1087,"Belgian Grand Prix",830,"Max Verstappen","Red Bull","284","9"
2022,1088,"Dutch Grand Prix",830,"Max Verstappen","Red Bull","310","10"
2022,1089,"Italian Grand Prix",830,"Max Verstappen","Red Bull","335","11"
2022,1091,"Singapore Grand Prix",815,"Sergio Pérez","Red Bull","235","2"
2022,1092,"Japanese Grand Prix",830,"Max Verstappen","Red Bull","366","12"
2022,1093,"United States Grand Prix",830,"Max Verstappen","Red Bull","391","13"
2022,1094,"Mexico City Grand Prix",830,"Max Verstappen","Red Bull","416","14"
2022,1095,"SÃ£o Paulo Grand Prix",847,"George Russell","Mercedes","265","1"
2022,1096,"Abu Dhabi Grand Prix",830,"Max Verstappen","Red Bull","454","15"
2023,1098,"Bahrain Grand Prix",830,"Max Verstappen","Red Bull","25","1"
2023,1099,"Saudi Arabian Grand Prix",815,"Sergio Pérez","Red Bull","43","1"
2023,1100,"Australian Grand Prix",830,"Max Verstappen","Red Bull","69","2"
2023,1101,"Azerbaijan Grand Prix",815,"Sergio Pérez","Red Bull","87","2"
2023,1102,"Miami Grand Prix",830,"Max Verstappen","Red Bull","119","3"
2023,1104,"Monaco Grand Prix",830,"Max Verstappen","Red Bull","144","4"
2023,1105,"Spanish Grand Prix",830,"Max Verstappen","Red Bull","170","5"
2023,1106,"Canadian Grand Prix",830,"Max Verstappen","Red Bull","195","6"
2023,1107,"Austrian Grand Prix",830,"Max Verstappen","Red Bull","229","7"
2023,1108,"British Grand Prix",830,"Max Verstappen","Red Bull","255","8"
2023,1109,"Hungarian Grand Prix",830,"Max Verstappen","Red Bull","281","9"
2023,1110,"Belgian Grand Prix",830,"Max Verstappen","Red Bull","314","10"
2023,1111,"Dutch Grand Prix",830,"Max Verstappen","Red Bull","339","11"
2023,1112,"Italian Grand Prix",830,"Max Verstappen","Red Bull","364","12"
2023,1113,"Singapore Grand Prix",832,"Carlos Sainz","Ferrari","142","1"
2023,1114,"Japanese Grand Prix",830,"Max Verstappen","Red Bull","400","13"
2023,1115,"Qatar Grand Prix",830,"Max Verstappen","Red Bull","433","14"
2023,1116,"United States Grand Prix",830,"Max Verstappen","Red Bull","466","15"
2023,1117,"Mexico City Grand Prix",830,"Max Verstappen","Red Bull","491","16"
2023,1118,"SÃ£o Paulo Grand Prix",830,"Max Verstappen","Red Bull","524","17"
2023,1119,"Las Vegas Grand Prix",830,"Max Verstappen","Red Bull","549","18"
2023,1120,"Abu Dhabi Grand Prix",830,"Max Verstappen","Red Bull","575","19"
2024,1121,"Bahrain Grand Prix",830,"Max Verstappen","Red Bull","26","1"
2024,1122,"Saudi Arabian Grand Prix",830,"Max Verstappen","Red Bull","51","2"
2024,1123,"Australian Grand Prix",832,"Carlos Sainz","Ferrari","40","1"
2024,1124,"Japanese Grand Prix",830,"Max Verstappen","Red Bull","77","3"
2024,1125,"Chinese Grand Prix",830,"Max Verstappen","Red Bull","110","4"
2024,1126,"Miami Grand Prix",846,"Lando Norris","McLaren","83","1"
2024,1127,"Emilia Romagna Grand Prix",830,"Max Verstappen","Red Bull","161","5"
2024,1128,"Monaco Grand Prix",844,"Charles Leclerc","Ferrari","138","1"
2024,1129,"Canadian Grand Prix",830,"Max Verstappen","Red Bull","194","6"
2024,1130,"Spanish Grand Prix",830,"Max Verstappen","Red Bull","219","7"
2024,1131,"Austrian Grand Prix",847,"George Russell","Mercedes","111","1"
2024,1132,"British Grand Prix",1,"Lewis Hamilton","Mercedes","110","1"
